img-cap(0,0): 0.14158, img-cap(0,1): 0.15816, img-cap(1,0): 0.80836, img-cap(1,1): 0.79376
img-cap(0,0): 0.045273, img-cap(0,1): 0.024655, img-cap(1,0): 0.1214, img-cap(1,1): 0.10465
img-cap(0,0): 0.62627, img-cap(0,1): 0.64785, img-cap(1,0): 0.31563, img-cap(1,1): 0.31912
img-cap(0,0): 0.96936, img-cap(0,1): 0.96742, img-cap(1,0): 0.96459, img-cap(1,1): 0.94619
img-cap(0,0): 0.85554, img-cap(0,1): 0.79497, img-cap(1,0): 0.94794, img-cap(1,1): 0.83335
img-cap(0,0): 0.045551, img-cap(0,1): 0.12428, img-cap(1,0): 0.0031319, img-cap(1,1): 0.008708
img-cap(0,0): 0.0041723, img-cap(0,1): 0.0095949, img-cap(1,0): 0.00057031, img-cap(1,1): 0.00066851
img-cap(0,0): 0.079989, img-cap(0,1): 0.028028, img-cap(1,0): 0.023245, img-cap(1,1): 0.0076732
img-cap(0,0): 0.25316, img-cap(0,1): 0.19234, img-cap(1,0): 0.052827, img-cap(1,1): 0.0056134
img-cap(0,0): 0.30679, img-cap(0,1): 0.019429, img-cap(1,0): 0.26221, img-cap(1,1): 0.016481
img-cap(0,0): 0.19398, img-cap(0,1): 0.19839, img-cap(1,0): 0.44966, img-cap(1,1): 0.41848
img-cap(0,0): 0.13665, img-cap(0,1): 0.12585, img-cap(1,0): 0.23422, img-cap(1,1): 0.22998
img-cap(0,0): 0.2531, img-cap(0,1): 0.24382, img-cap(1,0): 0.079697, img-cap(1,1): 0.092064
img-cap(0,0): 0.58793, img-cap(0,1): 0.61446, img-cap(1,0): 0.91847, img-cap(1,1): 0.92213
img-cap(0,0): 0.095201, img-cap(0,1): 0.10133, img-cap(1,0): 0.14803, img-cap(1,1): 0.10677
img-cap(0,0): 0.66078, img-cap(0,1): 0.65277, img-cap(1,0): 0.75449, img-cap(1,1): 0.79147
img-cap(0,0): 0.0021889, img-cap(0,1): 0.0013352, img-cap(1,0): 0.2788, img-cap(1,1): 0.45309
img-cap(0,0): 0.0076578, img-cap(0,1): 0.0043524, img-cap(1,0): 0.084679, img-cap(1,1): 0.094785
img-cap(0,0): 0.027114, img-cap(0,1): 0.010599, img-cap(1,0): 0.047524, img-cap(1,1): 0.11168
img-cap(0,0): 0.51871, img-cap(0,1): 0.3066, img-cap(1,0): 0.041411, img-cap(1,1): 0.01229
img-cap(0,0): 0.63135, img-cap(0,1): 0.84038, img-cap(1,0): 0.86987, img-cap(1,1): 0.90848
img-cap(0,0): 0.14221, img-cap(0,1): 0.10332, img-cap(1,0): 0.094633, img-cap(1,1): 0.063986
img-cap(0,0): 0.13529, img-cap(0,1): 0.21689, img-cap(1,0): 0.052306, img-cap(1,1): 0.07767
img-cap(0,0): 0.90405, img-cap(0,1): 0.87646, img-cap(1,0): 0.45954, img-cap(1,1): 0.96626
img-cap(0,0): 0.0023978, img-cap(0,1): 0.0012789, img-cap(1,0): 0.97745, img-cap(1,1): 0.99552
img-cap(0,0): 0.82231, img-cap(0,1): 0.73733, img-cap(1,0): 0.30742, img-cap(1,1): 0.31025
img-cap(0,0): 0.062183, img-cap(0,1): 0.046149, img-cap(1,0): 0.56473, img-cap(1,1): 0.52695
img-cap(0,0): 0.30532, img-cap(0,1): 0.28974, img-cap(1,0): 0.79949, img-cap(1,1): 0.84451
img-cap(0,0): 0.76379, img-cap(0,1): 0.77558, img-cap(1,0): 0.1166, img-cap(1,1): 0.10155
img-cap(0,0): 0.9139, img-cap(0,1): 0.15132, img-cap(1,0): 0.85047, img-cap(1,1): 0.43864
img-cap(0,0): 0.82313, img-cap(0,1): 0.5912, img-cap(1,0): 0.0068501, img-cap(1,1): 0.0079921
img-cap(0,0): 0.00011939, img-cap(0,1): 0.00012291, img-cap(1,0): 0.90973, img-cap(1,1): 0.90634
img-cap(0,0): 0.020112, img-cap(0,1): 0.028214, img-cap(1,0): 0.0014594, img-cap(1,1): 0.0020767
img-cap(0,0): 0.0078752, img-cap(0,1): 0.0082889, img-cap(1,0): 0.03995, img-cap(1,1): 0.034457
img-cap(0,0): 0.12055, img-cap(0,1): 0.11498, img-cap(1,0): 0.45143, img-cap(1,1): 0.23235
img-cap(0,0): 0.29644, img-cap(0,1): 0.21565, img-cap(1,0): 0.097935, img-cap(1,1): 0.091084
img-cap(0,0): 0.078488, img-cap(0,1): 0.077892, img-cap(1,0): 0.0024487, img-cap(1,1): 0.0054233
img-cap(0,0): 0.004561, img-cap(0,1): 0.0037293, img-cap(1,0): 0.35384, img-cap(1,1): 0.43649
img-cap(0,0): 0.60443, img-cap(0,1): 0.5771, img-cap(1,0): 0.0079023, img-cap(1,1): 0.0074339
img-cap(0,0): 0.26536, img-cap(0,1): 0.26466, img-cap(1,0): 0.38327, img-cap(1,1): 0.37642
img-cap(0,0): 0.8376, img-cap(0,1): 0.83677, img-cap(1,0): 0.97392, img-cap(1,1): 0.97578
img-cap(0,0): 0.884, img-cap(0,1): 0.70026, img-cap(1,0): 0.11638, img-cap(1,1): 0.089803
img-cap(0,0): 0.7669, img-cap(0,1): 0.66392, img-cap(1,0): 0.40936, img-cap(1,1): 0.53391
img-cap(0,0): 0.5508, img-cap(0,1): 0.52771, img-cap(1,0): 0.12155, img-cap(1,1): 0.11094
img-cap(0,0): 0.0062122, img-cap(0,1): 0.010694, img-cap(1,0): 0.0047487, img-cap(1,1): 0.010012
img-cap(0,0): 0.018628, img-cap(0,1): 0.098042, img-cap(1,0): 0.5304, img-cap(1,1): 0.1316
img-cap(0,0): 0.083636, img-cap(0,1): 0.11895, img-cap(1,0): 0.13412, img-cap(1,1): 0.15178
img-cap(0,0): 0.037932, img-cap(0,1): 0.054509, img-cap(1,0): 0.15762, img-cap(1,1): 0.12138
img-cap(0,0): 0.089804, img-cap(0,1): 0.068703, img-cap(1,0): 0.060878, img-cap(1,1): 0.090691
img-cap(0,0): 0.11759, img-cap(0,1): 0.12815, img-cap(1,0): 0.081238, img-cap(1,1): 0.098282
img-cap(0,0): 0.21273, img-cap(0,1): 0.1565, img-cap(1,0): 0.50046, img-cap(1,1): 0.4207
img-cap(0,0): 0.039091, img-cap(0,1): 0.015741, img-cap(1,0): 0.028398, img-cap(1,1): 0.021152
img-cap(0,0): 0.0064709, img-cap(0,1): 0.0078955, img-cap(1,0): 0.0072235, img-cap(1,1): 0.0071277
img-cap(0,0): 0.17579, img-cap(0,1): 0.13758, img-cap(1,0): 0.16408, img-cap(1,1): 0.18391
img-cap(0,0): 0.10366, img-cap(0,1): 0.13162, img-cap(1,0): 0.077634, img-cap(1,1): 0.081907
img-cap(0,0): 0.16917, img-cap(0,1): 0.14495, img-cap(1,0): 0.10578, img-cap(1,1): 0.079718
img-cap(0,0): 0.083328, img-cap(0,1): 0.047406, img-cap(1,0): 0.0033125, img-cap(1,1): 0.0047646
img-cap(0,0): 0.18158, img-cap(0,1): 0.077736, img-cap(1,0): 0.043992, img-cap(1,1): 0.021293
img-cap(0,0): 0.00074882, img-cap(0,1): 0.00065652, img-cap(1,0): 0.00093743, img-cap(1,1): 0.00085361
img-cap(0,0): 0.047632, img-cap(0,1): 0.081808, img-cap(1,0): 0.016584, img-cap(1,1): 0.014112
img-cap(0,0): 0.24498, img-cap(0,1): 0.22884, img-cap(1,0): 0.19583, img-cap(1,1): 0.21705
img-cap(0,0): 0.0097471, img-cap(0,1): 0.011568, img-cap(1,0): 0.070914, img-cap(1,1): 0.080799
img-cap(0,0): 0.0013241, img-cap(0,1): 0.0016164, img-cap(1,0): 0.0026959, img-cap(1,1): 0.00084188
img-cap(0,0): 0.098323, img-cap(0,1): 0.032349, img-cap(1,0): 0.26528, img-cap(1,1): 0.20474
img-cap(0,0): 0.87818, img-cap(0,1): 0.85592, img-cap(1,0): 0.0011812, img-cap(1,1): 0.0011086
img-cap(0,0): 0.014864, img-cap(0,1): 0.044442, img-cap(1,0): 0.0053472, img-cap(1,1): 0.01213
img-cap(0,0): 0.061292, img-cap(0,1): 0.12008, img-cap(1,0): 0.033758, img-cap(1,1): 0.054698
img-cap(0,0): 0.010433, img-cap(0,1): 0.011261, img-cap(1,0): 0.0090739, img-cap(1,1): 0.0094968
img-cap(0,0): 0.95343, img-cap(0,1): 0.84369, img-cap(1,0): 0.89749, img-cap(1,1): 0.97087
img-cap(0,0): 0.84024, img-cap(0,1): 0.86397, img-cap(1,0): 0.77716, img-cap(1,1): 0.90424
img-cap(0,0): 0.0012457, img-cap(0,1): 0.00098665, img-cap(1,0): 0.00044924, img-cap(1,1): 0.00035754
img-cap(0,0): 0.078898, img-cap(0,1): 0.080446, img-cap(1,0): 0.97493, img-cap(1,1): 0.96643
img-cap(0,0): 0.16617, img-cap(0,1): 0.36335, img-cap(1,0): 0.67036, img-cap(1,1): 0.69557
img-cap(0,0): 0.93215, img-cap(0,1): 0.95082, img-cap(1,0): 0.99719, img-cap(1,1): 0.99762
img-cap(0,0): 0.049484, img-cap(0,1): 0.015336, img-cap(1,0): 0.13182, img-cap(1,1): 0.14398
img-cap(0,0): 0.015487, img-cap(0,1): 0.011601, img-cap(1,0): 0.0014084, img-cap(1,1): 0.0012445
img-cap(0,0): 0.091772, img-cap(0,1): 0.047042, img-cap(1,0): 0.15775, img-cap(1,1): 0.073556
img-cap(0,0): 0.34643, img-cap(0,1): 0.36989, img-cap(1,0): 0.033998, img-cap(1,1): 0.0097233
img-cap(0,0): 0.98168, img-cap(0,1): 0.97407, img-cap(1,0): 0.73073, img-cap(1,1): 0.97908
img-cap(0,0): 0.066875, img-cap(0,1): 0.026323, img-cap(1,0): 0.18486, img-cap(1,1): 0.43362
img-cap(0,0): 0.13797, img-cap(0,1): 0.14922, img-cap(1,0): 0.16465, img-cap(1,1): 0.177
img-cap(0,0): 0.01345, img-cap(0,1): 0.0031502, img-cap(1,0): 0.12418, img-cap(1,1): 0.060243
img-cap(0,0): 0.89005, img-cap(0,1): 0.90732, img-cap(1,0): 0.72375, img-cap(1,1): 0.36875
img-cap(0,0): 0.049405, img-cap(0,1): 0.056245, img-cap(1,0): 0.21291, img-cap(1,1): 0.19863
img-cap(0,0): 0.0067576, img-cap(0,1): 0.0065194, img-cap(1,0): 0.63911, img-cap(1,1): 0.17147
img-cap(0,0): 0.22769, img-cap(0,1): 0.20031, img-cap(1,0): 0.056166, img-cap(1,1): 0.06388
img-cap(0,0): 0.0031397, img-cap(0,1): 0.003165, img-cap(1,0): 0.0056066, img-cap(1,1): 0.0056902
img-cap(0,0): 0.015907, img-cap(0,1): 0.020797, img-cap(1,0): 0.71739, img-cap(1,1): 0.64403
img-cap(0,0): 0.047409, img-cap(0,1): 0.11321, img-cap(1,0): 0.93548, img-cap(1,1): 0.9231
img-cap(0,0): 0.055271, img-cap(0,1): 0.019999, img-cap(1,0): 0.0036342, img-cap(1,1): 0.00073321
img-cap(0,0): 0.013051, img-cap(0,1): 0.031055, img-cap(1,0): 0.025219, img-cap(1,1): 0.071067
img-cap(0,0): 0.087589, img-cap(0,1): 0.076366, img-cap(1,0): 0.0062836, img-cap(1,1): 0.030853
img-cap(0,0): 0.08593, img-cap(0,1): 0.0020082, img-cap(1,0): 0.97916, img-cap(1,1): 0.65124
img-cap(0,0): 0.41194, img-cap(0,1): 0.028055, img-cap(1,0): 0.84543, img-cap(1,1): 0.37734
img-cap(0,0): 0.85573, img-cap(0,1): 0.99365, img-cap(1,0): 0.48171, img-cap(1,1): 0.96348
img-cap(0,0): 0.24124, img-cap(0,1): 0.21467, img-cap(1,0): 0.099843, img-cap(1,1): 0.02172
img-cap(0,0): 0.96622, img-cap(0,1): 0.85483, img-cap(1,0): 0.80748, img-cap(1,1): 0.30862
img-cap(0,0): 0.1091, img-cap(0,1): 0.17618, img-cap(1,0): 0.046405, img-cap(1,1): 0.067736
img-cap(0,0): 0.024645, img-cap(0,1): 0.14073, img-cap(1,0): 0.0089595, img-cap(1,1): 0.024909
img-cap(0,0): 0.0053309, img-cap(0,1): 0.1322, img-cap(1,0): 0.002725, img-cap(1,1): 0.099192
img-cap(0,0): 0.97459, img-cap(0,1): 0.97057, img-cap(1,0): 0.012982, img-cap(1,1): 0.023304
img-cap(0,0): 0.043789, img-cap(0,1): 0.023215, img-cap(1,0): 0.32941, img-cap(1,1): 0.30061
img-cap(0,0): 0.2386, img-cap(0,1): 0.052189, img-cap(1,0): 0.0047535, img-cap(1,1): 0.0090395
img-cap(0,0): 0.9607, img-cap(0,1): 0.95969, img-cap(1,0): 0.34334, img-cap(1,1): 0.55433
img-cap(0,0): 0.030047, img-cap(0,1): 0.023894, img-cap(1,0): 0.0047988, img-cap(1,1): 0.0048724
img-cap(0,0): 0.078486, img-cap(0,1): 0.0026562, img-cap(1,0): 0.14047, img-cap(1,1): 0.040033
img-cap(0,0): 0.97667, img-cap(0,1): 0.95466, img-cap(1,0): 0.10442, img-cap(1,1): 0.10851
img-cap(0,0): 0.0033134, img-cap(0,1): 0.0030262, img-cap(1,0): 0.0012978, img-cap(1,1): 0.0012552
img-cap(0,0): 0.043714, img-cap(0,1): 0.033234, img-cap(1,0): 0.79206, img-cap(1,1): 0.61804
img-cap(0,0): 0.030207, img-cap(0,1): 0.071558, img-cap(1,0): 0.0050365, img-cap(1,1): 0.0020826
img-cap(0,0): 0.12075, img-cap(0,1): 0.59691, img-cap(1,0): 0.14846, img-cap(1,1): 0.63453
img-cap(0,0): 0.011676, img-cap(0,1): 0.0011503, img-cap(1,0): 0.011129, img-cap(1,1): 0.0014342
img-cap(0,0): 0.68273, img-cap(0,1): 0.55996, img-cap(1,0): 0.017454, img-cap(1,1): 0.0075175
img-cap(0,0): 0.0062022, img-cap(0,1): 0.0092659, img-cap(1,0): 0.012679, img-cap(1,1): 0.037306
img-cap(0,0): 0.19267, img-cap(0,1): 0.18066, img-cap(1,0): 0.078876, img-cap(1,1): 0.075039
img-cap(0,0): 0.082468, img-cap(0,1): 0.097786, img-cap(1,0): 0.057045, img-cap(1,1): 0.069456
img-cap(0,0): 0.86778, img-cap(0,1): 0.25686, img-cap(1,0): 0.02876, img-cap(1,1): 0.014536
img-cap(0,0): 0.021113, img-cap(0,1): 0.016088, img-cap(1,0): 0.3536, img-cap(1,1): 0.088051
img-cap(0,0): 0.93033, img-cap(0,1): 0.90513, img-cap(1,0): 0.99486, img-cap(1,1): 0.99561
img-cap(0,0): 0.0081812, img-cap(0,1): 0.009055, img-cap(1,0): 0.0001826, img-cap(1,1): 0.00018238
img-cap(0,0): 0.76015, img-cap(0,1): 0.98345, img-cap(1,0): 0.75576, img-cap(1,1): 0.98145
img-cap(0,0): 0.33081, img-cap(0,1): 0.93283, img-cap(1,0): 0.19322, img-cap(1,1): 0.41457
img-cap(0,0): 0.959, img-cap(0,1): 0.62994, img-cap(1,0): 0.7073, img-cap(1,1): 0.8968
img-cap(0,0): 0.58611, img-cap(0,1): 0.87683, img-cap(1,0): 0.19532, img-cap(1,1): 0.47513
img-cap(0,0): 0.065083, img-cap(0,1): 0.074918, img-cap(1,0): 0.92743, img-cap(1,1): 0.98187
img-cap(0,0): 0.00053039, img-cap(0,1): 0.00040313, img-cap(1,0): 0.00087507, img-cap(1,1): 0.00043721
img-cap(0,0): 0.3647, img-cap(0,1): 0.46521, img-cap(1,0): 0.37922, img-cap(1,1): 0.12813
img-cap(0,0): 0.00055729, img-cap(0,1): 0.00044308, img-cap(1,0): 0.86099, img-cap(1,1): 0.84645
img-cap(0,0): 0.056327, img-cap(0,1): 0.086706, img-cap(1,0): 0.17771, img-cap(1,1): 0.21932
img-cap(0,0): 0.025018, img-cap(0,1): 0.012838, img-cap(1,0): 0.00084267, img-cap(1,1): 0.00060396
img-cap(0,0): 0.52441, img-cap(0,1): 0.49815, img-cap(1,0): 0.93528, img-cap(1,1): 0.9473
img-cap(0,0): 0.048701, img-cap(0,1): 0.028469, img-cap(1,0): 0.081058, img-cap(1,1): 0.050813
img-cap(0,0): 0.73373, img-cap(0,1): 0.85981, img-cap(1,0): 0.96406, img-cap(1,1): 0.92387
img-cap(0,0): 0.068622, img-cap(0,1): 0.064196, img-cap(1,0): 0.8268, img-cap(1,1): 0.75762
img-cap(0,0): 0.0053182, img-cap(0,1): 0.0013116, img-cap(1,0): 0.00017058, img-cap(1,1): 0.00021221
img-cap(0,0): 0.90856, img-cap(0,1): 0.68877, img-cap(1,0): 0.68647, img-cap(1,1): 0.92696
img-cap(0,0): 0.00098256, img-cap(0,1): 0.0044011, img-cap(1,0): 0.00010357, img-cap(1,1): 0.017213
img-cap(0,0): 0.19543, img-cap(0,1): 0.77495, img-cap(1,0): 0.0011038, img-cap(1,1): 0.027673
img-cap(0,0): 0.98614, img-cap(0,1): 0.98348, img-cap(1,0): 0.031528, img-cap(1,1): 0.10449
img-cap(0,0): 0.017331, img-cap(0,1): 0.001863, img-cap(1,0): 0.017337, img-cap(1,1): 0.0021865
img-cap(0,0): 0.0066728, img-cap(0,1): 0.19759, img-cap(1,0): 0.018152, img-cap(1,1): 0.038279
img-cap(0,0): 0.97808, img-cap(0,1): 0.99006, img-cap(1,0): 0.047755, img-cap(1,1): 0.083235
img-cap(0,0): 0.35216, img-cap(0,1): 0.29823, img-cap(1,0): 0.68322, img-cap(1,1): 0.71161
img-cap(0,0): 0.42042, img-cap(0,1): 0.95364, img-cap(1,0): 0.12398, img-cap(1,1): 0.00075251
img-cap(0,0): 0.31043, img-cap(0,1): 0.84422, img-cap(1,0): 0.0015874, img-cap(1,1): 0.010612
img-cap(0,0): 0.55069, img-cap(0,1): 0.010177, img-cap(1,0): 0.29284, img-cap(1,1): 0.095453
img-cap(0,0): 0.0010449, img-cap(0,1): 0.0006775, img-cap(1,0): 0.84444, img-cap(1,1): 0.65664
img-cap(0,0): 0.19421, img-cap(0,1): 0.11433, img-cap(1,0): 0.32104, img-cap(1,1): 0.27717
img-cap(0,0): 0.024671, img-cap(0,1): 0.073377, img-cap(1,0): 0.0030391, img-cap(1,1): 0.044817
img-cap(0,0): 0.00014656, img-cap(0,1): 0.00013503, img-cap(1,0): 0.89715, img-cap(1,1): 0.86752
img-cap(0,0): 0.0078624, img-cap(0,1): 0.030652, img-cap(1,0): 0.24209, img-cap(1,1): 0.37725
img-cap(0,0): 0.002427, img-cap(0,1): 0.0023404, img-cap(1,0): 0.0018751, img-cap(1,1): 0.0034503
img-cap(0,0): 0.96678, img-cap(0,1): 0.94068, img-cap(1,0): 0.024658, img-cap(1,1): 0.027852
img-cap(0,0): 0.035141, img-cap(0,1): 0.046487, img-cap(1,0): 0.23291, img-cap(1,1): 0.34848
img-cap(0,0): 0.02376, img-cap(0,1): 0.024805, img-cap(1,0): 0.43498, img-cap(1,1): 0.46681
img-cap(0,0): 0.11755, img-cap(0,1): 0.040582, img-cap(1,0): 0.013843, img-cap(1,1): 0.011891
img-cap(0,0): 0.01614, img-cap(0,1): 0.04164, img-cap(1,0): 0.001146, img-cap(1,1): 0.017121
img-cap(0,0): 0.0020747, img-cap(0,1): 0.0015606, img-cap(1,0): 0.0007323, img-cap(1,1): 0.00075338
img-cap(0,0): 0.23656, img-cap(0,1): 0.27048, img-cap(1,0): 0.24305, img-cap(1,1): 0.17903
img-cap(0,0): 0.99588, img-cap(0,1): 0.9716, img-cap(1,0): 0.98829, img-cap(1,1): 0.98504
img-cap(0,0): 0.8846, img-cap(0,1): 0.91786, img-cap(1,0): 0.9508, img-cap(1,1): 0.95896
img-cap(0,0): 0.25016, img-cap(0,1): 0.26099, img-cap(1,0): 0.98867, img-cap(1,1): 0.50465
img-cap(0,0): 0.54812, img-cap(0,1): 0.64314, img-cap(1,0): 0.17547, img-cap(1,1): 0.40391
img-cap(0,0): 0.45537, img-cap(0,1): 0.482, img-cap(1,0): 0.25622, img-cap(1,1): 0.23034
img-cap(0,0): 0.60513, img-cap(0,1): 0.59348, img-cap(1,0): 0.20804, img-cap(1,1): 0.10639
img-cap(0,0): 0.09403, img-cap(0,1): 0.036011, img-cap(1,0): 0.015982, img-cap(1,1): 0.0073816
img-cap(0,0): 0.5201, img-cap(0,1): 0.52615, img-cap(1,0): 0.25348, img-cap(1,1): 0.28805
img-cap(0,0): 0.6507, img-cap(0,1): 0.35764, img-cap(1,0): 0.008941, img-cap(1,1): 0.066611
img-cap(0,0): 0.0023908, img-cap(0,1): 0.0023089, img-cap(1,0): 7.9305e-05, img-cap(1,1): 6.9796e-05
img-cap(0,0): 0.01019, img-cap(0,1): 0.0046112, img-cap(1,0): 0.082163, img-cap(1,1): 0.048616
img-cap(0,0): 0.02551, img-cap(0,1): 0.059016, img-cap(1,0): 0.075509, img-cap(1,1): 0.16331
img-cap(0,0): 0.14567, img-cap(0,1): 0.031909, img-cap(1,0): 0.042771, img-cap(1,1): 0.017042
img-cap(0,0): 0.14158, img-cap(0,1): 0.15816, img-cap(1,0): 0.80836, img-cap(1,1): 0.79376
img-cap(0,0): 0.001085, img-cap(0,1): 0.0095549, img-cap(1,0): 0.0024822, img-cap(1,1): 0.63055
img-cap(0,0): 0.74979, img-cap(0,1): 0.72525, img-cap(1,0): 0.82431, img-cap(1,1): 0.78402
img-cap(0,0): 0.99155, img-cap(0,1): 0.96479, img-cap(1,0): 0.13423, img-cap(1,1): 0.044223
img-cap(0,0): 0.11672, img-cap(0,1): 0.5682, img-cap(1,0): 0.050198, img-cap(1,1): 0.16708
img-cap(0,0): 0.016071, img-cap(0,1): 0.0024255, img-cap(1,0): 0.0033866, img-cap(1,1): 0.0034821
img-cap(0,0): 0.00027436, img-cap(0,1): 0.0017569, img-cap(1,0): 0.0013793, img-cap(1,1): 0.017867
img-cap(0,0): 0.0041655, img-cap(0,1): 0.0046101, img-cap(1,0): 0.001002, img-cap(1,1): 0.0014447
img-cap(0,0): 0.018836, img-cap(0,1): 0.020979, img-cap(1,0): 0.80823, img-cap(1,1): 0.83031
img-cap(0,0): 0.016915, img-cap(0,1): 0.0084229, img-cap(1,0): 0.55145, img-cap(1,1): 0.85359
img-cap(0,0): 0.15523, img-cap(0,1): 0.13174, img-cap(1,0): 0.52124, img-cap(1,1): 0.82465
img-cap(0,0): 0.12735, img-cap(0,1): 0.068891, img-cap(1,0): 0.48254, img-cap(1,1): 0.67003
img-cap(0,0): 0.5453, img-cap(0,1): 0.24567, img-cap(1,0): 0.045445, img-cap(1,1): 0.048169
img-cap(0,0): 0.34009, img-cap(0,1): 0.38236, img-cap(1,0): 0.024651, img-cap(1,1): 0.1476
img-cap(0,0): 0.10478, img-cap(0,1): 0.21859, img-cap(1,0): 0.0074572, img-cap(1,1): 0.0080532
img-cap(0,0): 0.10478, img-cap(0,1): 0.14239, img-cap(1,0): 0.0074572, img-cap(1,1): 0.009093
img-cap(0,0): 0.96619, img-cap(0,1): 0.42921, img-cap(1,0): 0.86181, img-cap(1,1): 0.16474
img-cap(0,0): 0.84646, img-cap(0,1): 0.14453, img-cap(1,0): 0.28844, img-cap(1,1): 0.8501
img-cap(0,0): 0.13797, img-cap(0,1): 0.096438, img-cap(1,0): 0.011534, img-cap(1,1): 0.028953
img-cap(0,0): 0.27846, img-cap(0,1): 0.13146, img-cap(1,0): 0.0070589, img-cap(1,1): 0.021969
img-cap(0,0): 0.23988, img-cap(0,1): 0.17664, img-cap(1,0): 0.30349, img-cap(1,1): 0.1816
img-cap(0,0): 0.13643, img-cap(0,1): 0.14635, img-cap(1,0): 0.18178, img-cap(1,1): 0.3723
img-cap(0,0): 0.050605, img-cap(0,1): 0.074645, img-cap(1,0): 0.35992, img-cap(1,1): 0.077664
img-cap(0,0): 0.21627, img-cap(0,1): 0.096674, img-cap(1,0): 0.0093775, img-cap(1,1): 0.013855
img-cap(0,0): 0.0029414, img-cap(0,1): 0.0021782, img-cap(1,0): 0.050092, img-cap(1,1): 0.029114
img-cap(0,0): 0.00093566, img-cap(0,1): 0.0010192, img-cap(1,0): 0.03219, img-cap(1,1): 0.031563
img-cap(0,0): 0.15009, img-cap(0,1): 0.21811, img-cap(1,0): 0.20421, img-cap(1,1): 0.14852
img-cap(0,0): 0.15009, img-cap(0,1): 0.3079, img-cap(1,0): 0.20421, img-cap(1,1): 0.29768
img-cap(0,0): 0.96018, img-cap(0,1): 0.98733, img-cap(1,0): 0.55559, img-cap(1,1): 0.99884
img-cap(0,0): 0.31867, img-cap(0,1): 0.98733, img-cap(1,0): 0.021784, img-cap(1,1): 0.99884
img-cap(0,0): 0.0028726, img-cap(0,1): 0.0022988, img-cap(1,0): 0.00062553, img-cap(1,1): 0.00055602
img-cap(0,0): 0.0080752, img-cap(0,1): 0.0016416, img-cap(1,0): 0.0012776, img-cap(1,1): 0.0006214
img-cap(0,0): 0.043222, img-cap(0,1): 0.045278, img-cap(1,0): 0.014296, img-cap(1,1): 0.010313
img-cap(0,0): 0.043222, img-cap(0,1): 0.055832, img-cap(1,0): 0.014296, img-cap(1,1): 0.0067776
img-cap(0,0): 0.0013637, img-cap(0,1): 0.0014882, img-cap(1,0): 0.56497, img-cap(1,1): 0.20704
img-cap(0,0): 0.0015911, img-cap(0,1): 0.00051906, img-cap(1,0): 0.066963, img-cap(1,1): 0.18883
img-cap(0,0): 0.8113, img-cap(0,1): 0.82432, img-cap(1,0): 0.029132, img-cap(1,1): 0.012978
img-cap(0,0): 0.809, img-cap(0,1): 0.69576, img-cap(1,0): 0.030019, img-cap(1,1): 0.024918
img-cap(0,0): 0.93943, img-cap(0,1): 0.95689, img-cap(1,0): 0.90855, img-cap(1,1): 0.95207
img-cap(0,0): 0.90403, img-cap(0,1): 0.9269, img-cap(1,0): 0.89042, img-cap(1,1): 0.93529
img-cap(0,0): 0.032423, img-cap(0,1): 0.034738, img-cap(1,0): 0.019079, img-cap(1,1): 0.021214
img-cap(0,0): 0.031553, img-cap(0,1): 0.029062, img-cap(1,0): 0.018443, img-cap(1,1): 0.01824
img-cap(0,0): 0.57249, img-cap(0,1): 0.78709, img-cap(1,0): 0.064611, img-cap(1,1): 0.29862
img-cap(0,0): 0.91286, img-cap(0,1): 0.84575, img-cap(1,0): 0.020674, img-cap(1,1): 0.44274
img-cap(0,0): 0.26023, img-cap(0,1): 0.19402, img-cap(1,0): 0.95455, img-cap(1,1): 0.98874
img-cap(0,0): 0.60651, img-cap(0,1): 0.96674, img-cap(1,0): 0.94589, img-cap(1,1): 0.99438
img-cap(0,0): 0.15687, img-cap(0,1): 0.24525, img-cap(1,0): 0.16589, img-cap(1,1): 0.13637
img-cap(0,0): 0.88661, img-cap(0,1): 0.43945, img-cap(1,0): 0.24832, img-cap(1,1): 0.033303
img-cap(0,0): 0.00094025, img-cap(0,1): 0.0022113, img-cap(1,0): 0.0055289, img-cap(1,1): 0.019993
img-cap(0,0): 0.050162, img-cap(0,1): 0.015804, img-cap(1,0): 0.072286, img-cap(1,1): 0.052734
img-cap(0,0): 0.98771, img-cap(0,1): 0.98653, img-cap(1,0): 0.36158, img-cap(1,1): 0.14832
img-cap(0,0): 0.19489, img-cap(0,1): 0.8431, img-cap(1,0): 0.333, img-cap(1,1): 0.024916
img-cap(0,0): 0.0039927, img-cap(0,1): 0.0024715, img-cap(1,0): 0.0153, img-cap(1,1): 0.014487
img-cap(0,0): 0.73243, img-cap(0,1): 9.1856e-05, img-cap(1,0): 0.0003744, img-cap(1,1): 0.1165
img-cap(0,0): 0.022666, img-cap(0,1): 0.013876, img-cap(1,0): 0.086189, img-cap(1,1): 0.065671
img-cap(0,0): 0.0041172, img-cap(0,1): 0.014234, img-cap(1,0): 0.0053792, img-cap(1,1): 0.0091973
img-cap(0,0): 8.2469e-05, img-cap(0,1): 8.5377e-05, img-cap(1,0): 0.016818, img-cap(1,1): 0.0145
img-cap(0,0): 0.0010602, img-cap(0,1): 0.002555, img-cap(1,0): 0.021905, img-cap(1,1): 0.028268
